,chapter,dt,author,replica,replica_full,replica_len
3185,Хоббит: Пустошь Смауга,02:09:22,Траин,"Передай Торину, что я любил его! Ты ведь передашь? Скажи моему сыну, что я любил его!.","Он пришёл. Передай Торину, что я любил его! Ты ведь передашь? Скажи моему сыну, что я любил его!.",16
3186,Хоббит: Пустошь Смауга,02:09:22,Гэндальф,Ты сам ему это скажешь!.,Ты сам ему это скажешь!.,5
3187,Хоббит: Пустошь Смауга,02:13:02,Смауг,Я слышу как ты дышишь,"Что ж... вор... Я тебя чую. Я слышу как ты дышишь. Я чувствую твой запах. Где же ты? Где ты сейчас? Выходи же. Не стесняйся. Выходи на свет. Хм... что это я чую? Ты что-то принёс. Что-то золотое. Что это за... прелесть? Вот ты где, вор! Укрылся в тени?.",5
3188,Хоббит: Пустошь Смауга,02:13:02,Смауг,Где же ты? Где ты сейчас? Выходи же,"Что ж... вор... Я тебя чую. Я слышу как ты дышишь. Я чувствую твой запах. Где же ты? Где ты сейчас? Выходи же. Не стесняйся. Выходи на свет. Хм... что это я чую? Ты что-то принёс. Что-то золотое. Что это за... прелесть? Вот ты где, вор! Укрылся в тени?.",8
3189,Хоббит: Пустошь Смауга,02:13:02,Смауг,что это я чую? Ты что-то принёс,"Что ж... вор... Я тебя чую. Я слышу как ты дышишь. Я чувствую твой запах. Где же ты? Где ты сейчас? Выходи же. Не стесняйся. Выходи на свет. Хм... что это я чую? Ты что-то принёс. Что-то золотое. Что это за... прелесть? Вот ты где, вор! Укрылся в тени?.",7
3190,Хоббит: Пустошь Смауга,02:13:02,Смауг,"прелесть? Вот ты где, вор! Укрылся в тени?.","Что ж... вор... Я тебя чую. Я слышу как ты дышишь. Я чувствую твой запах. Где же ты? Где ты сейчас? Выходи же. Не стесняйся. Выходи на свет. Хм... что это я чую? Ты что-то принёс. Что-то золотое. Что это за... прелесть? Вот ты где, вор! Укрылся в тени?.",8
3191,Хоббит: Пустошь Смауга,02:13:02,Бильбо,"Я не собирался ничего у тебя красть, о Смауг безмерно богатый","Я не собирался ничего у тебя красть, о Смауг безмерно богатый. Не собирался. Я лишь хотел взглянуть на твоё великолепие - узнать правда ли ты так велик как говорится в старых легендах. Я им не поверил!.",11
3192,Хоббит: Пустошь Смауга,02:13:02,Бильбо,Я лишь хотел взглянуть на твоё великолепие - узнать правда ли ты так велик как говорится в старых легендах,"Я не собирался ничего у тебя красть, о Смауг безмерно богатый. Не собирался. Я лишь хотел взглянуть на твоё великолепие - узнать правда ли ты так велик как говорится в старых легендах. Я им не поверил!.",19
3193,Хоббит: Пустошь Смауга,02:13:02,Бильбо,"Воистину! Легендам и песням не под силу передать твоё величие, о Смауг громаднейший","Воистину! Легендам и песням не под силу передать твоё величие, о Смауг громаднейший""..",13
3194,Хоббит: Пустошь Смауга,02:13:02,Смауг,Решил что лесть спасёт тебе жизнь?.,Решил что лесть спасёт тебе жизнь?.,6
3195,Хоббит: Пустошь Смауга,02:13:02,Смауг,"Я вижу моё имя тебе знакомо, а я вот твой запах не припоминаю","Не надейся. Я вижу моё имя тебе знакомо, а я вот твой запах не припоминаю. Кто ты такой и откуда ты взялся, позволь спросить?.",13
3196,Хоббит: Пустошь Смауга,02:13:02,Смауг,"Кто ты такой и откуда ты взялся, позволь спросить?.","Не надейся. Я вижу моё имя тебе знакомо, а я вот твой запах не припоминаю. Кто ты такой и откуда ты взялся, позволь спросить?.",9
3197,Хоббит: Пустошь Смауга,02:13:02,Бильбо,я пришёл из под холма,"Я... я пришёл из под холма""..",5
3198,Хоббит: Пустошь Смауга,02:13:02,Бильбо,Через горы и под горами лежал мой путь и..,"Через горы и под горами лежал мой путь и... и по воздуху. Я тот, кого никто не видит""..",9
3199,Хоббит: Пустошь Смауга,02:13:02,Бильбо,"Я тот, кого никто не видит","Через горы и под горами лежал мой путь и... и по воздуху. Я тот, кого никто не видит""..",6
3200,Хоббит: Пустошь Смауга,02:13:02,Смауг,И как же ещё ты называешься?.,Впечатляет. И как же ещё ты называешься?.,6
3201,Хоббит: Пустошь Смауга,02:13:02,Смауг,А что твои маленькие друзья гномы? Где они прячутся?.,Бочки. Это уже интереснее. А что твои маленькие друзья гномы? Где они прячутся?.,9
3202,Хоббит: Пустошь Смауга,02:13:02,Смауг,Ну я так не думаю,"Ну я так не думаю. Ездок на бочках. Они послали тебя сделать за них грязную работу, а сами попрятались снаружи""..",5
3203,Хоббит: Пустошь Смауга,02:13:02,Смауг,"Они послали тебя сделать за них грязную работу, а сами попрятались снаружи","Ну я так не думаю. Ездок на бочках. Они послали тебя сделать за них грязную работу, а сами попрятались снаружи""..",12
3204,Хоббит: Пустошь Смауга,02:13:02,Бильбо,"Ручаюсь, ты ошибаешься, о Смауг страшнейшее и величайшее из бедствий","Ручаюсь, ты ошибаешься, о Смауг страшнейшее и величайшее из бедствий""..",10
3205,Хоббит: Пустошь Смауга,02:13:02,Смауг,А у тебя хорошие манеры для вора и..,"А у тебя хорошие манеры для вора и... лжеца! Я знаю запах и вкус гномов - лучше, чем кто-либо. Дело в золоте! Они летят на сокровища как мухи на мёртвую плоть. Вы думали я не знал, что этот день настанет? Что кучка лицемерных гномов однажды снова приползёт к этой горе""..",8
3206,Хоббит: Пустошь Смауга,02:13:02,Смауг,"лжеца! Я знаю запах и вкус гномов - лучше, чем кто-либо","А у тебя хорошие манеры для вора и... лжеца! Я знаю запах и вкус гномов - лучше, чем кто-либо. Дело в золоте! Они летят на сокровища как мухи на мёртвую плоть. Вы думали я не знал, что этот день настанет? Что кучка лицемерных гномов однажды снова приползёт к этой горе""..",11
3207,Хоббит: Пустошь Смауга,02:13:02,Смауг,Дело в золоте! Они летят на сокровища как мухи на мёртвую плоть,"А у тебя хорошие манеры для вора и... лжеца! Я знаю запах и вкус гномов - лучше, чем кто-либо. Дело в золоте! Они летят на сокровища как мухи на мёртвую плоть. Вы думали я не знал, что этот день настанет? Что кучка лицемерных гномов однажды снова приползёт к этой горе""..",12
3208,Хоббит: Пустошь Смауга,02:13:02,Смауг,"Вы думали я не знал, что этот день настанет? Что кучка лицемерных гномов однажды снова приползёт к этой горе","А у тебя хорошие манеры для вора и... лжеца! Я знаю запах и вкус гномов - лучше, чем кто-либо. Дело в золоте! Они летят на сокровища как мухи на мёртвую плоть. Вы думали я не знал, что этот день настанет? Что кучка лицемерных гномов однажды снова приползёт к этой горе""..",19
3209,Хоббит: Пустошь Смауга,02:13:02,Балин,"Это, мой друг, был дракон","Это, мой друг, был дракон""..",5
3210,Хоббит: Пустошь Смауга,02:22:05,Баин,"Это, мой друг, был дракон","Это, мой друг, был дракон""..",5
3211,Хоббит: Пустошь Смауга,02:22:05,Тильда,Куда нам идти? Нам идти некуда,"Куда нам идти? Нам идти некуда""..",6
3212,Хоббит: Пустошь Смауга,02:22:43,Смауг,Король под горой мёртв! Я отнял его трон и пожрал его народ как волк овец,"Король под горой мёртв! Я отнял его трон и пожрал его народ как волк овец. Я убиваю где захочу и когда захочу. Моя броня крепче железа. Никакой клинок не пронзит её""..",15
3213,Хоббит: Пустошь Смауга,02:22:43,Смауг,Я убиваю где захочу и когда захочу,"Король под горой мёртв! Я отнял его трон и пожрал его народ как волк овец. Я убиваю где захочу и когда захочу. Моя броня крепче железа. Никакой клинок не пронзит её""..",7
3214,Хоббит: Пустошь Смауга,02:22:43,Смауг,Никакой клинок не пронзит её,"Король под горой мёртв! Я отнял его трон и пожрал его народ как волк овец. Я убиваю где захочу и когда захочу. Моя броня крепче железа. Никакой клинок не пронзит её""..",5
3215,Хоббит: Пустошь Смауга,02:22:43,Бард,Тебе и не нужно было знать,"Тебе и не нужно было знать. Слушай внимательно. Ты должен отвлечь охрану. Я заберусь на вершину башни и заряжу стрелу в стреломёт""..",6
3216,Хоббит: Пустошь Смауга,02:22:43,Бард,Я заберусь на вершину башни и заряжу стрелу в стреломёт,"Тебе и не нужно было знать. Слушай внимательно. Ты должен отвлечь охрану. Я заберусь на вершину башни и заряжу стрелу в стреломёт""..",10
3217,Хоббит: Пустошь Смауга,02:22:43,Баин,"Баин, Баин - спрячь её","Баин, Баин - спрячь её. Не отдавай никому""..",5
3218,Хоббит: Пустошь Смауга,02:25:00,Балин,Время на что? Чтобы погибнуть?.,Время на что? Чтобы погибнуть?.,5
3219,Хоббит: Пустошь Смауга,02:25:00,Балин,На этих сокровищах лежит проклятье,"Да. Мне страшно. Я боюсь за тебя. На этих сокровищах лежит проклятье. Они свели твоего деда с ума""..",5
3220,Хоббит: Пустошь Смауга,02:25:00,Балин,Они свели твоего деда с ума,"Да. Мне страшно. Я боюсь за тебя. На этих сокровищах лежит проклятье. Они свели твоего деда с ума""..",6
3221,Хоббит: Пустошь Смауга,02:25:00,Торин,Я не похож на своего деда,"Я не похож на своего деда""..",6
3222,Хоббит: Пустошь Смауга,02:25:00,Балин,Но ты явно не в себе,"Но ты явно не в себе. Торин, которого я знаю, уже пришёл бы на помощь""..",6
3223,Хоббит: Пустошь Смауга,02:25:00,Балин,"Торин, которого я знаю, уже пришёл бы на помощь","Но ты явно не в себе. Торин, которого я знаю, уже пришёл бы на помощь""..",9
3224,Хоббит: Пустошь Смауга,02:25:00,Торин,Я не стану рисковать всем походом ради жизни одного..,"Я не стану рисковать всем походом ради жизни одного... взломщика""..",9
3225,Хоббит: Пустошь Смауга,02:25:40,Смауг,"Он прислал тебя забрать Аркенстон, не так ли?.","Так это Дубощит... Этот наглый гном-узурпатор. Он прислал тебя забрать Аркенстон, не так ли?.",8
3226,Хоббит: Пустошь Смауга,02:25:40,Бильбо,Я понятия не имею о чём ты говоришь,"Нет, нет, нет. Я понятия не имею о чём ты говоришь""..",8
3227,Хоббит: Пустошь Смауга,02:25:40,Смауг,Я давно раскусил его подлую затею,"Нет смысла отрицать. Я давно раскусил его подлую затею. Но да это не важно. План Дубощита обречён. Надвигается тьма. Она проникнет в каждый уголок Средиземья""..",6
3228,Хоббит: Пустошь Смауга,02:25:40,Смауг,Но да это не важно,"Нет смысла отрицать. Я давно раскусил его подлую затею. Но да это не важно. План Дубощита обречён. Надвигается тьма. Она проникнет в каждый уголок Средиземья""..",5
3229,Хоббит: Пустошь Смауга,02:25:40,Смауг,Она проникнет в каждый уголок Средиземья,"Нет смысла отрицать. Я давно раскусил его подлую затею. Но да это не важно. План Дубощита обречён. Надвигается тьма. Она проникнет в каждый уголок Средиземья""..",6
3230,Хоббит: Пустошь Смауга,02:26:22,Смауг,Я давно раскусил его подлую затею,"Нет смысла отрицать. Я давно раскусил его подлую затею. Но да это не важно. План Дубощита обречён. Надвигается тьма. Она проникнет в каждый уголок Средиземья"". (Орки кричат на орочьем языке) (Болг шепчет на орочьем языке).",6
3231,Хоббит: Пустошь Смауга,02:26:22,Смауг,Но да это не важно,"Нет смысла отрицать. Я давно раскусил его подлую затею. Но да это не важно. План Дубощита обречён. Надвигается тьма. Она проникнет в каждый уголок Средиземья"". (Орки кричат на орочьем языке) (Болг шепчет на орочьем языке).",5
3232,Хоббит: Пустошь Смауга,02:26:22,Смауг,Она проникнет в каждый уголок Средиземья,"Нет смысла отрицать. Я давно раскусил его подлую затею. Но да это не важно. План Дубощита обречён. Надвигается тьма. Она проникнет в каждый уголок Средиземья"". (Орки кричат на орочьем языке) (Болг шепчет на орочьем языке).",6
3233,Хоббит: Пустошь Смауга,02:26:22,Смауг,(Орки кричат на орочьем языке) (Болг шепчет на орочьем языке).,"Нет смысла отрицать. Я давно раскусил его подлую затею. Но да это не важно. План Дубощита обречён. Надвигается тьма. Она проникнет в каждый уголок Средиземья"". (Орки кричат на орочьем языке) (Болг шепчет на орочьем языке).",10
3234,Хоббит: Пустошь Смауга,02:27:01,Смауг,"Тобой пользуются, воришка во мраке","Тобой пользуются, воришка во мраке. Ты лишь средство для достижения цели. Этот трус Дубощит прикинул ценность твоей жизни и решил, что она не стоит ничего""..",5
3235,Хоббит: Пустошь Смауга,02:27:01,Смауг,Ты лишь средство для достижения цели,"Тобой пользуются, воришка во мраке. Ты лишь средство для достижения цели. Этот трус Дубощит прикинул ценность твоей жизни и решил, что она не стоит ничего""..",6
3236,Хоббит: Пустошь Смауга,02:27:01,Смауг,"Этот трус Дубощит прикинул ценность твоей жизни и решил, что она не стоит ничего","Тобой пользуются, воришка во мраке. Ты лишь средство для достижения цели. Этот трус Дубощит прикинул ценность твоей жизни и решил, что она не стоит ничего""..",14
3237,Хоббит: Пустошь Смауга,02:27:01,Смауг,Что он пообещал тебе? Часть сокровищ? Как будто это ему решать,"Что он пообещал тебе? Часть сокровищ? Как будто это ему решать. Я не отдам ему ни одной монетки, ни даже её кусочка. Мои зубы - мечи! Мои когти - копья! Мои крылья - ураган!.",11
3238,Хоббит: Пустошь Смауга,02:27:01,Смауг,"Я не отдам ему ни одной монетки, ни даже её кусочка","Что он пообещал тебе? Часть сокровищ? Как будто это ему решать. Я не отдам ему ни одной монетки, ни даже её кусочка. Мои зубы - мечи! Мои когти - копья! Мои крылья - ураган!.",11
3239,Хоббит: Пустошь Смауга,02:27:01,Смауг,Мои зубы - мечи! Мои когти - копья! Мои крылья - ураган!.,"Что он пообещал тебе? Часть сокровищ? Как будто это ему решать. Я не отдам ему ни одной монетки, ни даже её кусочка. Мои зубы - мечи! Мои когти - копья! Мои крылья - ураган!.",12
3240,Хоббит: Пустошь Смауга,02:27:01,Бильбо,чёрная стрела нашла свою цель,"Так это правда... чёрная стрела нашла свою цель""..",5
3241,Хоббит: Пустошь Смауга,02:27:01,Бильбо,"только сказал, что твоя репутация говорит сама за себя, о Смауг ужасающий","Я... только сказал, что твоя репутация говорит сама за себя, о Смауг ужасающий. Воистину, тебе нет равных на этом свете""..",12
3242,Хоббит: Пустошь Смауга,02:27:01,Бильбо,"Воистину, тебе нет равных на этом свете","Я... только сказал, что твоя репутация говорит сама за себя, о Смауг ужасающий. Воистину, тебе нет равных на этом свете""..",7
3243,Хоббит: Пустошь Смауга,02:27:01,Смауг,А может мне отдать его тебе? И посмотреть как Дубощит мучается,"А может мне отдать его тебе? И посмотреть как Дубощит мучается. Как камень губит его, как он развращает его сердце и сводит его с ума. Думаю, не стоит. Эту игру пора кончать. Так скажи мне, вор, как ты желаешь умереть?.",11
3244,Хоббит: Пустошь Смауга,02:27:01,Смауг,"Как камень губит его, как он развращает его сердце и сводит его с ума","А может мне отдать его тебе? И посмотреть как Дубощит мучается. Как камень губит его, как он развращает его сердце и сводит его с ума. Думаю, не стоит. Эту игру пора кончать. Так скажи мне, вор, как ты желаешь умереть?.",14
3245,Хоббит: Пустошь Смауга,02:27:01,Смауг,"Так скажи мне, вор, как ты желаешь умереть?.","А может мне отдать его тебе? И посмотреть как Дубощит мучается. Как камень губит его, как он развращает его сердце и сводит его с ума. Думаю, не стоит. Эту игру пора кончать. Так скажи мне, вор, как ты желаешь умереть?.",8
3246,Хоббит: Пустошь Смауга,02:29:22,Баин,"Держись!"" (Орк говорит на оркском) (Болг кричит на своём языке).","Держись!"" (Орк говорит на оркском) (Болг кричит на своём языке).",10
3247,Хоббит: Пустошь Смауга,02:29:22,Леголас,"Тауриэль?"" (Тауриэль говорит на эльфийском).","Тауриэль?"" (Тауриэль говорит на эльфийском).",5
3248,Хоббит: Пустошь Смауга,02:37:56,Оин,Я наслышан о чудесах эльфийской медицины,"Я наслышан о чудесах эльфийской медицины. Это честь - увидеть их самому""..",6
3249,Хоббит: Пустошь Смауга,02:37:56,Оин,Это честь - увидеть их самому,"Я наслышан о чудесах эльфийской медицины. Это честь - увидеть их самому""..",6
3250,Хоббит: Пустошь Смауга,02:37:56,Кили,Она гуляет среди звёзд в другом мире,"Ты не можешь уйти. Она далеко. Она очень далеко... безумно далеко от меня. Она гуляет среди звёзд в другом мире. Это всего лишь сон. Она могла бы полюбить меня""..",7
3251,Хоббит: Пустошь Смауга,02:37:56,Кили,Она могла бы полюбить меня,"Ты не можешь уйти. Она далеко. Она очень далеко... безумно далеко от меня. Она гуляет среди звёзд в другом мире. Это всего лишь сон. Она могла бы полюбить меня""..",5
3252,Хоббит: Пустошь Смауга,02:39:10,Балин,Должно быть они пришли сюда в поисках надежды,"Последние из нашего рода. Должно быть они пришли сюда в поисках надежды""..",8
3253,Хоббит: Пустошь Смауга,02:39:10,Балин,Мы можем уйти в шахты,"Мы можем уйти в шахты. Протянем ещё пару дней""..",5
3254,Хоббит: Пустошь Смауга,02:39:10,Торин,Я не готов умереть вот так,"Нет. Я не готов умереть вот так. Забиться в угол и испустить дух. Мы пойдём в кузни""..",6
3255,Хоббит: Пустошь Смауга,02:39:10,Торин,Забиться в угол и испустить дух,"Нет. Я не готов умереть вот так. Забиться в угол и испустить дух. Мы пойдём в кузни""..",6
3256,Хоббит: Пустошь Смауга,02:39:10,Торин,Надо заманить его в кузни,"Кому-то может повезти. Надо заманить его в кузни. Мы убьём дракона или погибнем сами. Если и прыгать в огонь, то жариться всем вместе. Сюда""..",5
3257,Хоббит: Пустошь Смауга,02:39:10,Торин,Мы убьём дракона или погибнем сами,"Кому-то может повезти. Надо заманить его в кузни. Мы убьём дракона или погибнем сами. Если и прыгать в огонь, то жариться всем вместе. Сюда""..",6
3258,Хоббит: Пустошь Смауга,02:39:10,Торин,"Если и прыгать в огонь, то жариться всем вместе","Кому-то может повезти. Надо заманить его в кузни. Мы убьём дракона или погибнем сами. Если и прыгать в огонь, то жариться всем вместе. Сюда""..",9
3259,Хоббит: Пустошь Смауга,02:41:40,Двалин,"Эй ты, мы здесь!"" (Болг говорит на оркском).","Эй ты, мы здесь!"" (Болг говорит на оркском).",8
3260,Хоббит: Пустошь Смауга,02:44:05,Балин,"Сюда, здесь быстрее, давайте сюда","Сюда, здесь быстрее, давайте сюда""..",5
3261,Хоббит: Пустошь Смауга,02:44:05,Двалин,Твой план не сработает - эти печи совсем остыли,"Твой план не сработает - эти печи совсем остыли""..",9
3262,Хоббит: Пустошь Смауга,02:44:05,Балин,"Нам негде взять пламя, чтобы растопить их","Он прав. Нам негде взять пламя, чтобы растопить их""..",7
3263,Хоббит: Пустошь Смауга,02:44:05,Торин,"Не думал, что ты так легко сдаёшься! Ты обрюзг и разжирел пока валялся здесь","Не думал, что ты так легко сдаёшься! Ты обрюзг и разжирел пока валялся здесь. Слизняк. Укройтесь! Скорей!.",14
3264,Хоббит: Пустошь Смауга,02:44:05,Торин,Бильбо! Иди наверх! По моему сигналу потяни за рычаг!.,Бильбо! Иди наверх! По моему сигналу потяни за рычаг!.,9
3265,Хоббит: Пустошь Смауга,02:44:05,Торин,"Балин, не забыл как делать вспых-заряды?.","Балин, не забыл как делать вспых-заряды?.",6
3266,Хоббит: Пустошь Смауга,02:47:20,Торин,Заманите его в зал королей!.,Заманите его в зал королей!.,5
3267,Хоббит: Пустошь Смауга,02:47:20,Смауг,"Ты обмануть меня вздумал, ездок на бочках? Ты пришёл из Озёрного Города","Ты обмануть меня вздумал, ездок на бочках? Ты пришёл из Озёрного Города. Это всё эти гнусные планы этих грязных гномов на пару с жалкими оборванцами с озера. Эти гнусные трусы со своими луками и чёрными стрелами. Быть может мне пора нанести им визит""..",12
3268,Хоббит: Пустошь Смауга,02:47:20,Смауг,Это всё эти гнусные планы этих грязных гномов на пару с жалкими оборванцами с озера,"Ты обмануть меня вздумал, ездок на бочках? Ты пришёл из Озёрного Города. Это всё эти гнусные планы этих грязных гномов на пару с жалкими оборванцами с озера. Эти гнусные трусы со своими луками и чёрными стрелами. Быть может мне пора нанести им визит""..",15
3269,Хоббит: Пустошь Смауга,02:47:20,Смауг,Эти гнусные трусы со своими луками и чёрными стрелами,"Ты обмануть меня вздумал, ездок на бочках? Ты пришёл из Озёрного Города. Это всё эти гнусные планы этих грязных гномов на пару с жалкими оборванцами с озера. Эти гнусные трусы со своими луками и чёрными стрелами. Быть может мне пора нанести им визит""..",9
3270,Хоббит: Пустошь Смауга,02:47:20,Смауг,Быть может мне пора нанести им визит,"Ты обмануть меня вздумал, ездок на бочках? Ты пришёл из Озёрного Города. Это всё эти гнусные планы этих грязных гномов на пару с жалкими оборванцами с озера. Эти гнусные трусы со своими луками и чёрными стрелами. Быть может мне пора нанести им визит""..",7
3271,Хоббит: Пустошь Смауга,02:47:20,Бильбо,Они здесь ни при чём! Стой! Не надо лететь в Озёрный город!.,О нет. Они здесь ни при чём! Стой! Не надо лететь в Озёрный город!.,12
3272,Хоббит: Пустошь Смауга,02:47:20,Смауг,"О, они тебе по душе, не так ли? Это хорошо","О, они тебе по душе, не так ли? Это хорошо. Посмотри как они умирают""..",10
3273,Хоббит: Пустошь Смауга,02:47:20,Торин,"Я здесь, ты, безмозглый червяк!.","Я здесь, ты, безмозглый червяк!.",5
3274,Хоббит: Пустошь Смауга,02:47:20,Торин,"Я заберу всё, что ты украл","Я заберу всё, что ты украл""..",6
3275,Хоббит: Пустошь Смауга,02:47:20,Смауг,"Ты ничего не заберёшь у меня, гном","Ты ничего не заберёшь у меня, гном. Это я пожрал всех ваших прославленных воинов. Я вселил ужас в сердца людей. Я теперь король под горой""..",7
3276,Хоббит: Пустошь Смауга,02:47:20,Смауг,Это я пожрал всех ваших прославленных воинов,"Ты ничего не заберёшь у меня, гном. Это я пожрал всех ваших прославленных воинов. Я вселил ужас в сердца людей. Я теперь король под горой""..",7
3277,Хоббит: Пустошь Смауга,02:47:20,Смауг,Я вселил ужас в сердца людей,"Ты ничего не заберёшь у меня, гном. Это я пожрал всех ваших прославленных воинов. Я вселил ужас в сердца людей. Я теперь король под горой""..",6
3278,Хоббит: Пустошь Смауга,02:47:20,Смауг,Я теперь король под горой,"Ты ничего не заберёшь у меня, гном. Это я пожрал всех ваших прославленных воинов. Я вселил ужас в сердца людей. Я теперь король под горой""..",5
3279,Хоббит: Пустошь Смауга,02:47:20,Торин,Это земля гномов! И золото гномов,"Это не твоё королевство. Это земля гномов! И золото гномов. И настанет час нашей мести"". (Торин отдаёт приказ на гномском).",6
3280,Хоббит: Пустошь Смауга,02:47:20,Торин,И настанет час нашей мести,"Это не твоё королевство. Это земля гномов! И золото гномов. И настанет час нашей мести"". (Торин отдаёт приказ на гномском).",5
3281,Хоббит: Пустошь Смауга,02:47:20,Торин,(Торин отдаёт приказ на гномском).,"Это не твоё королевство. Это земля гномов! И золото гномов. И настанет час нашей мести"". (Торин отдаёт приказ на гномском).",5
3282,Хоббит: Пустошь Смауга,02:47:20,Смауг,Мести! Мести! Я покажу вам что такое месть!.,Мести! Мести! Я покажу вам что такое месть!.,8
3283,Хоббит: Пустошь Смауга,02:47:20,Бард,"Брэга, не уж то не знаешь, что нас ждёт","Брэга, не уж то не знаешь, что нас ждёт""..",9
3284,Хоббит: Битва пяти воинств,00:01:13,Бургомистр,"Я вам говорил! Я вас предупреждал что бывает, когда якшаешься с гномами! И вот пожалуйста - они разбудили дракона и навлекли беду на наши головы","Я вам говорил! Я вас предупреждал что бывает, когда якшаешься с гномами! И вот пожалуйста - они разбудили дракона и навлекли беду на наши головы""..",25
3285,Хоббит: Битва пяти воинств,00:01:13,Бургомистр,"Давайте быстрее, надо уносить отсюда ноги! Несите всё ценное, к чёрту книги!.","Давайте быстрее, надо уносить отсюда ноги! Несите всё ценное, к чёрту книги!.",12
3286,Хоббит: Битва пяти воинств,00:01:55,Тауриэль,"Если останетесь, твои сёстры погибнут","Если останетесь, твои сёстры погибнут. Разве твой отец хотел бы этого?.",5
3287,Хоббит: Битва пяти воинств,00:01:55,Тауриэль,Разве твой отец хотел бы этого?.,"Если останетесь, твои сёстры погибнут. Разве твой отец хотел бы этого?.",6
3288,Хоббит: Битва пяти воинств,00:03:23,Бургомистр,"Если бы мы могли взять этих бедных людей с собой, но они ведь....","Если бы мы могли взять этих бедных людей с собой, но они ведь....",13
3289,Хоббит: Битва пяти воинств,00:03:23,Альфрид,"Думаю не стоит, согласен, сир","Думаю не стоит, согласен, сир""..",5
3290,Хоббит: Битва пяти воинств,00:03:23,Бургомистр,"Давайте, гребите, гребите! Моё золото! Моё золото!.","Давайте, гребите, гребите! Моё золото! Моё золото!.",7
3291,Хоббит: Битва пяти воинств,00:06:28,Кили,Он ранил его! Он ранил дракона!.,Он ранил его! Он ранил дракона!.,6
3292,Хоббит: Битва пяти воинств,00:06:28,Кили,Он ранил! Он попал в него! Я видел!.,Он ранил! Он попал в него! Я видел!.,8
3293,Хоббит: Битва пяти воинств,00:06:28,Тауриэль,Стрелы не пробьют его чешую,"Стрелы не пробьют его чешую. Боюсь, ничто её не пробьёт""..",5
3294,Хоббит: Битва пяти воинств,00:06:28,Тауриэль,"Боюсь, ничто её не пробьёт","Стрелы не пробьют его чешую. Боюсь, ничто её не пробьёт""..",5
3295,Хоббит: Битва пяти воинств,00:08:16,Баин,Баин! Что ты здесь делаешь?! Почему ты не уехал? Ты должен был уехать!.,Баин! Что ты здесь делаешь?! Почему ты не уехал? Ты должен был уехать!.,13
3296,Хоббит: Битва пяти воинств,00:08:16,Баин,Уходи! Теперь его ничто не остановит!.,Уходи! Теперь его ничто не остановит!.,6
3297,Хоббит: Битва пяти воинств,00:08:16,Смауг,"Кто ты такой, что встал у меня на пути? Ты просто жалок","Кто ты такой, что встал у меня на пути? Ты просто жалок. Что ты будешь делать, лучник? Тебя все бросили, помощь не придёт""..",12
3298,Хоббит: Битва пяти воинств,00:08:16,Смауг,"Что ты будешь делать, лучник? Тебя все бросили, помощь не придёт","Кто ты такой, что встал у меня на пути? Ты просто жалок. Что ты будешь делать, лучник? Тебя все бросили, помощь не придёт""..",11
3299,Хоббит: Битва пяти воинств,00:08:16,Бургомистр,"Это наш шанс! Гребите, скорей! Гребите подальше от берега!.","Это наш шанс! Гребите, скорей! Гребите подальше от берега!.",9
3300,Хоббит: Битва пяти воинств,00:08:16,Смауг,Это твоё дитя? Тебе не спасти его от пламени,Это твоё дитя? Тебе не спасти его от пламени. Он сгорит в нём!.,9
3301,Хоббит: Битва пяти воинств,00:08:16,Бард,"Не шевелись, сынок, не шевелись","Не шевелись, сынок, не шевелись""..",5
3302,Хоббит: Битва пяти воинств,00:08:16,Смауг,"Скажи мне, гадёныш, как смеешь ты бросать вызов мне? Тебя не ждёт ничего кроме смерти!.","Скажи мне, гадёныш, как смеешь ты бросать вызов мне? Тебя не ждёт ничего кроме смерти!.",15
3303,Хоббит: Битва пяти воинств,00:11:52,Ори,Что это было? Что произошло?.,Что это было? Что произошло?.,5
3304,Хоббит: Битва пяти воинств,00:11:52,Глоин,"Клянусь своей бородой, он прав! Глядите! Вороны Эребора возвращаются на гору!.","Клянусь своей бородой, он прав! Глядите! Вороны Эребора возвращаются на гору!.",11
3305,Хоббит: Битва пяти воинств,00:11:52,Балин,"В скором времени каждая душа Средиземья будет знать, что дракон мёртв!.","Да... новость разлетится быстро. В скором времени каждая душа Средиземья будет знать, что дракон мёртв!.",11
3306,Хоббит: Битва пяти воинств,00:13:23,Кили,Пойдём со мной! Я знаю что я чувствую,"Пойдём со мной! Я знаю что я чувствую. Я не боюсь. Я живу тобой, в тебе вся моя жизнь""..",8
3307,Хоббит: Битва пяти воинств,00:13:23,Кили,"Я живу тобой, в тебе вся моя жизнь","Пойдём со мной! Я знаю что я чувствую. Я не боюсь. Я живу тобой, в тебе вся моя жизнь""..",8
3308,Хоббит: Битва пяти воинств,00:13:23,Кили,"Тауриэль!..."" (Кили говорит на эльфийском).","Тауриэль!..."" (Кили говорит на эльфийском).",5
3309,Хоббит: Битва пяти воинств,00:13:23,Тауриэль,Я не знаю что это значит,"Я не знаю что это значит""..",6
3310,Хоббит: Битва пяти воинств,00:13:23,Кили,(Тауриэль говорит на эльфийском) (Леголас говорит на эльфийском).,"А я думаю знаешь"". (Тауриэль говорит на эльфийском) (Леголас говорит на эльфийском).",8
